Username,Rapid Rating,Blitz Rating,Puzzle Rating
amyv297,314,861,785
amyx102,406,494,787
amzarahimi,904,707,1561
am_turing,1593,1382,2454
an33sh,1028,759,1489
ana1980,1455,1321,1201
anabolicgabe,871,761,929
anachromatic,815,768,1787
anaggressiveplayer1,1433,1470,2100
anaglyphic,1059,938,2049
anakinkotus,637,816,988
anakin_endgame,1422,1439,436
anakkolamikan,814,759,410
anand24816,840,704,461
anandbe,949,821,1598
anand_rag1,1549,1508,2330
anangqwerw,829,681,992
anannegari,1264,1465,885
anantan,726,517,1071
anantj,1551,1365,1933
ananyakalkoor,561,391,395
anapple96,300,100,925
anarch0,759,630,813
anarubrown,1034,910,828
anasj147,1424,1210,1377
anaspeptix,842,518,497
anastasiaknightpawn,710,675,1773
anataman,1110,700,1198
anath3mata,963,1653,2233
anawa2006,1430,1266,452
anayat11,825,622,403
anaygautam123,694,1167,1012
anbell,842,399,598
anbhgdudj,624,729,450
anchordown03,939,553,611
anchovy_senpai,607,698,580
ancientandroid,718,549,964
ancientchineseman,309,372,455
ancientgum,813,840,575
ancientmikey,801,1017,1729
ancientpig,998,685,415
and-why,1107,361,1157
and064,1037,580,1570
and123w,1063,1018,1040
andan1,1455,1426,2107
andawgy,1156,1002,1305
andayaymen,932,481,470
andedox,889,692,1536
andeeeee,1069,319,1081
andeeeznuts,491,484,765
andelj,1045,934,1372
ander9774,931,474,822
anderbro,992,1128,1163
anderend,776,582,1321
anderson3182,587,262,764
andersonchong,1099,1120,1909
andersonpendrick,734,599,985
andfelix,1007,771,1840
andi2634,563,847,450
andie286,886,982,1017
andijuru,503,344,417
andipodean,918,509,411
andomac,829,694,802
andonn,913,513,531
andoooooooooo,722,576,570
andos5,1151,1115,1629
andosmallo,2002,910,1184
andoxx69,1247,974,1657
andoyates,871,412,1028
ando_c,1494,1210,1764
andpw,1119,945,1628
andr-s,1608,1583,2266
andr3wc0x,1535,1372,2235
andr626,1347,1081,2219
andre-john,834,705,501
andre2316,1269,778,1274
andrea5tangen,594,516,805
andrealex0309,1363,1593,464
andreas4782,1123,846,737
andreasbellesis,950,997,522
andreasknightking,448,571,1090
andreasr19,1679,1685,2708
andreaswilliam,1182,1198,1871
andreawat,655,519,933
andrebolt,462,1070,1385
andrebonsack,1496,1298,2123
andredclamidia,527,430,441
andregorg,1458,1353,1607
andreiarya,1521,881,387
andreikaliahin,1183,1010,1719
andrei_barbu,1203,1575,2100
andrei_komar,1449,1403,1723
andremd88,1374,1010,634
andremitchell785,717,490,806
andrenap,826,681,1257
andreprz1,554,340,790
andrerl3,520,100,702
andresrodrigue,764,317,1029
andrew0225,1313,1127,1751
andrew19934,1133,834,423
andrew23walton,1602,836,1690
andrew246825,1000,606,403
andrew3510,947,773,486
andrew52red,1300,1121,1650
andrew5565,1122,1400,1842
andrew627,923,664,411
andrew6kerrigan,832,544,959
andrewa7,1235,906,1010
andrewb345,1658,1767,2310
andrewbeast,1386,962,613
andrewbirch911,1031,1018,818
andrewbisits,1054,851,1846
andrewbt,918,1015,1199
andrewcain98,1326,1007,1489
andrewcanales,1435,1478,1937
andrewcoburn,1591,1467,2447
andrewcostantino,1171,1117,1606
andrewdavies26,1187,1445,2399
andrewdouglas1313,945,682,1034
andrewdundas,947,887,1602
andrewelakawi,453,331,412
andrewezzat,1286,1260,1209
andrewf1530,1291,1171,1825
andrewghathaway,1181,1041,1896
andrewgoffau,1519,1481,1220
andrewhit3,472,181,431
andrewholdaway,922,322,501
andrewiagboi,967,830,1627
andrewj1996,1382,1119,1856
andrewjh13,1016,686,1286
andrewjrixon,1025,871,691
andrewjuch,814,936,1243
andrewjz,1831,1646,2368
andrewkumnick,635,434,435
andrewl87,978,1147,1172
andrewlisser,1298,1193,1883
andrewlouis777,1755,1550,2094
andrewlysle,925,860,838
andrewname,1525,962,1931
andrewnapier1,1252,1063,1123
andrewnardino,969,942,807
andrewnorth,1303,1203,1501
andrewokgoodyes,1108,705,1010
andrewparrot,962,1056,1456
andrewpattermann,1124,1075,792
andrewplummer,1088,858,1107
andrewquach,1493,1516,2377
andrewslaven,868,699,621
andrewsnooks,1495,1704,2537
andrewsong2468,964,1113,411
andrewspassky,1167,1023,1925
andrewtam564,397,504,427
andrewtaylorknight,753,260,987
andrewtriglavcanin,1098,906,1949
andrewwheldon,1114,980,1721
andrewyoung27,725,243,1066
andrew_019,1222,692,1755
andrew_boey,1135,658,2040
andrew_tran,870,908,1651
andrew_tribe,851,503,1102
andre_k99,937,710,1220
andries90,913,707,1518
andromeda_121,1581,1525,2464
andronicas,1212,598,1711
androo80,1013,1071,888
androzay,1859,1185,1229
andry78,1353,1212,807
andunugen,1152,1326,927
andx21,1258,1061,1923
andy009,1744,1585,2376
andy232,1195,1035,1345
andy3172,1070,1012,456
andy38383,1198,752,1772
andy4141,1323,1085,1201
andy420420,1100,793,1331
andy5074,1287,1092,1334
andy542,883,600,1398
andy8813,913,863,1968
andy90707,829,545,566
andyashton,594,732,571
andybatmanpandy,1172,1212,2028
andychessbaby,774,565,387
andychessmaster69,1033,671,1556
andychessss,623,497,744
andydawson,1545,896,1037
andydrew87,436,1025,823
andygona,747,687,405
andygracen,475,547,418
andygreasley,1353,1151,1947
andyhar4,1412,1230,1153
andyhuntley,1315,1326,1439
andyivanovic,877,726,1303
andyjstern,1368,912,1122
andylam8,1237,880,1555
andylam_au,1501,1230,1086
andylaz01,983,710,1189
andylynch,1079,949,1588
andymac1999,583,555,401
andymardones,1019,783,805
andymeiks,1038,949,1794
andymerlot,1092,1040,1753
andynikitin,965,811,749
andynova,1048,1019,1457
andypan2,1057,1122,785
andypandy101z,730,765,1005
andypandy86,1019,718,1354
andypandymuffin,1009,876,1740
andyrom711,1054,824,1385
andyroo121,1019,737,527
andys-so-hot,462,479,387
andysang,1183,952,1659
andysasquatch,944,632,1094
andysea1,1373,1150,1553
andysfriendwoody,809,527,1434
andysharma,1229,1096,1248
andysomerville-brown,960,807,398
andysullo,1189,1018,1557
andysum49,1044,918,1231
andythenerd,958,762,1580
andyyy6767,672,481,429
andyyyy123,595,350,810
andy_1016,1275,1180,1295
andy_bichel,1244,1201,387
andy_bot,1409,960,705
andy_m,1420,1387,2073
andy_nw,751,741,1068
andy_popey04,1864,1624,2313
andy_v,1267,1034,1980
andy_vin,1287,1281,901
andy_walker1991,719,632,1267
and_reyk,505,185,446
aneeshbhat,1507,1371,1130
anemone9,1092,878,988
anervouskid,1504,1365,2109
anfieldroad81,590,428,577
anfonychye,1036,1274,2153
angadsinghahuja,997,594,1517
angel200610,866,1009,433
angel4blaze,864,540,1509
angel821,1012,1164,1326
angelachess77,409,224,393
angeleyes99,1197,698,1353
angelinaarmet,931,727,1409
angelokay,906,488,1862
angelolc,1533,1156,1872
angelopapageorgiou,1280,724,1636
angelotamayo,1628,1323,2301
angelwithashotty,1866,2244,832
angelz27,1048,807,722
angeman0,942,585,1100
angepants,752,706,387
angeraswan,1090,933,431
angleaaa,678,612,1439
angles93,1324,1148,438
ango_playzz1503,238,125,412
angryangryjim,1097,820,1155
angryangus,1244,1117,2323
angryangus02,1105,993,1741
angryangus69,1220,1173,832
angryanimal,999,780,1346
angrycad,1013,718,1265
angrychickenwillkill,1462,1130,1063
angrycroc0,1220,884,660
angrycroc2,1211,846,1398
angryfox1,627,894,398
angrynoises,1448,1328,2221
angrypuncake,1186,1051,1324
angry_pirate,802,777,920
angry_tofu,2254,1466,1226
angus0202,773,727,606
angus1989,886,823,430
angus281299,873,551,1097
angusashby,696,411,1247
angusbrock,1092,956,1542
angusbuchanan1990,1038,420,942
anguscashmore,652,662,583
anguschen,1051,1266,2005
angusduncan,894,642,788
angusgould,1364,1128,2204
angush96,901,752,1051
angushenskens,829,410,492
anguslawlessdunn,1137,1012,1506
anguslines,1001,466,627
anguslow,850,339,392
angusm101,1353,1034,1492
angusmclardie,883,570,456
angusmichie,822,491,809
angusrho,973,894,1197
angusrobinson99,758,1065,451
anguss81,838,771,896
angussherlock,797,766,873
angustiew,920,1260,831
angustobeatcarlsen,801,852,788
anguswheeler246,911,924,1328
anguswhen,897,538,512
angus_pro,1209,937,863
angxlasun,906,790,1099
angy89013,504,430,986
ani10june,727,490,967
aniallater33,668,743,1159
anibabesjacob,839,336,1388
anicegoat,1469,1196,1937
anigozanthos,1011,622,1046
anikamiley,1105,765,805
aniket7395,980,762,891
aniketk1604,1228,821,969
anikkinoo,609,732,399
anikulapo08,576,489,597
anil5550,1426,1493,784
anilatman19,805,789,492
aniltyndall,1184,886,809
animageous,1604,1224,2256
animal2211,625,707,393
animalxpepi,1000,1057,514
animates,804,898,412
animerdx,1093,1072,876
animeweeb9172,776,648,834
anime_burger,1257,1046,1005
animichael_time,760,322,874
animusvolare,1446,1334,1664
anindabarua,1290,697,1025
aniruddh371h_09,1080,777,788
anirudharum,898,831,1281
anirvanmahalanabis,1394,1184,929
anish1w1,958,1033,1211
anishaah,971,485,1218
anishadjohn,1660,1464,1012
anishgiri1,1762,1619,2229
anishm118,645,606,576
anivre,1098,576,579
anix0,768,178,421
anjali51d,552,256,402
anjanianusuri,738,477,391
anjbm,737,681,785
anjebanana,1421,833,1152
anji2301,1272,957,843
anjrooveg,666,606,1006
anjuforkiki,1016,723,1092
anjul1133,871,531,400
anjuna13579,910,842,583
ankit9229,846,677,408
anklepains,937,523,461
ankruz3,998,739,1093
ankur00001,1105,845,1427
ankurdhawan86,979,532,544
ankurvazirani,1128,1270,1392
ankur_,1506,1313,1101
ankush473,1329,1012,1328
anl171,1056,881,1569
annabellee2013,1273,870,1879
annabelleparmi,797,298,1158
annagee,848,566,852
annalch2015,1284,1151,1018
annalog002,1370,783,1621
annam2015,1345,967,964
annatakluem,293,1044,787
annathaopham,1288,1053,741
annato12,1064,663,1182
anna_arendelle,414,643,489
annebautists,1508,1436,540
annesley,1214,1127,1007
annienaveh,1200,1054,1014
annihil8,1265,820,1404
annikaaiyer,876,595,866
annish10,819,953,793
annoyanc3,1305,1000,1730
annoyingfireworks,912,896,1131
anoasw,1189,1081,1666
anokaychief,1394,1196,558
anokthemystifier,1045,971,949
anomaly3955,975,950,1042
anomylix,921,1054,672
anon1314,838,1362,787
anonanon179,535,951,451
anonymikes,917,935,1200
anonymous5347,429,1062,805
anonymousfood,1320,922,1438
anonymousfox101,821,679,1012
anonymousq,1377,1299,2486
anonymoustester,1102,1180,1553
anonymous_135246,970,793,1541
anorthil,1287,1282,2119
anosup987,1448,1423,1801
anothaivongsavanh,532,334,863
anotherginga,1295,1303,1915
anotherhalo31,1002,1036,1546
anotherkuzco,620,455,976
anryan3215,1275,1219,1932
ansh2912,630,463,822
ansh_sp,831,401,612
ansolidruse,1006,681,1705
anson801,1330,1071,1917
ansonnchan,432,473,1126
ansonpham,2000,1800,2335
ansri1980,1184,771,1365
anstar,1381,1077,2131
answer248,1349,890,518
ant03,1704,1600,2304
ant0987,849,816,434
antabakaa,1024,744,1269
antbaz1805,914,685,854
antcairnt,817,616,456
anteryn,910,599,506
antespralj,1363,1254,453
anteyers,591,545,392
antgold5,1386,980,1215
anth4,843,691,1004
antharjalam,817,334,807
anthbro,837,750,880
antheafc,797,615,1033
anthernie,1004,962,1105
anthlu,1238,708,1638
anthman1969,564,968,433
anthm_18,882,588,1574
antho96,1222,861,1549
anthofighter,1006,827,1542
anthoniv,696,262,1075
anthony011,1219,1064,1286
anthony2004noob,944,617,887
anthony202096,831,706,1649
anthony2ma,661,378,423
anthony4410452,906,726,998
anthony713271,1471,1172,2166
anthonybh78,1146,1000,435
anthonybui2468,1035,1048,2141
anthonyc918,1455,1508,1917
anthonyduck,1220,980,1582
anthonyelm,1380,906,854
anthonygouws,621,476,479
anthonykellett,1547,1129,1688
anthonylar,918,815,1173
anthonylim_25,670,582,412
anthonymarcello420,1012,728,1278
anthonymarchese,1217,1435,814
anthonymccarthy,1093,1070,1373
anthonyn14,855,760,885
anthonypaps,1232,1022,1810
anthonypsh,1258,1088,1844
anthonysalib97,1258,1092,1649
anthonysebert,1296,916,1686
anthonysiem,552,380,411
anthonysikunt,1302,1145,481
anthonystavrinidis,838,371,412
anthonytit,1257,1015,481
anthonyviana,1045,1003,1139
anthonywicks,770,447,471
anthonyyaooooo,1031,822,784
anthony_dodds,1405,1093,1684
anthony_mitchell,1032,870,885
anthpconnor,1404,1248,1692
anti,1726,1478,2457
anti-photon,408,648,389
anti-random,819,603,867
antiks1337,787,514,799
antilb,707,608,996
antipie,897,648,1175
antisocialalexa,468,319,772
antivaxxtoaster,347,365,852
antmckenna,736,1162,1328
antmcneill,1205,933,1024
antmusic,2200,1947,2689
antoineaustin,872,761,461
antojosem,1229,1176,1160
antokat123,388,265,399
anton00001,1001,886,1048
anton5566,1160,1118,1423
antonatic,712,936,1074
antonbadalian,798,527,929
antongluk,1221,833,401
antongova,1007,841,412
antonguzhevskiy,1957,1745,2323
antonichess5,1071,990,1649
antonijack,456,540,479
antonio8487,1183,785,1258
antonioblingbling,1610,1486,898
antonioh,783,909,1074
antonioparrella,1155,875,1956
antoniosarria,550,272,557
antonio_1177,951,688,1066
antonius1,1023,577,1340
antonpell123,263,102,412
antonroe,892,650,1163
antonyjung,955,555,585
antonyoung,1019,812,1971
antrenton,758,482,1028
antriska,1524,1360,1651
antsbaby,825,750,851
antsuk132,619,255,1368
antthelegend,855,689,643
antthemion,199,483,787
antungbanderas,882,635,472
antz11,634,384,423
ant_aust,1530,983,1428
ant_quality,1466,1047,1827
anubhav777444,2136,1812,387
anubhavkatyal,1681,1160,1587
anubis_f1,848,859,1231
anubyte,1011,863,1231
anudeep12411,1279,890,1309
anuf92,702,459,452
anuj567,922,1284,1017
anunwrinkledbrain,1102,867,1876
anupamkhosla,1766,1574,1306
anupsakpal,593,678,412
anupsinha2010,1430,1147,2316
anupvanarse,767,1017,1205
anuse69,1183,998,1440
anushikhaa,903,275,427
anushkag13,1061,926,457
anutharakar,1107,809,787
anutosh1,1006,618,1129
anuvamshi753,1067,1194,1192
anwar15066,1021,900,439
anxemanq,163,252,640
anxiety21028,613,601,602
anxiousfist,1245,1442,1748
anythyme,966,796,1048
anzaan2021,703,337,421
an_itinerant_matt,1553,1549,2318
aoeu95,996,639,1463
aonasjourney,969,739,430
aongus1,1374,1411,800
aopgxr,1705,1581,1702
aoswal,938,1104,1382
ap2092,664,385,448
apachertr160,1286,1195,402
apall123,693,595,1188
aparkes007,736,503,1198
apat2719,744,907,1155
apathy012,719,645,1677
apathy_au,935,778,1577
apchesslive,1635,1199,839
apdages,1398,1183,1357
apdon2,399,263,576
ape-certified,315,468,387
apedog123,1271,770,1657
apes4,544,464,787
apetrock,1074,573,1951
apex1504,622,1221,662
apex8888,790,917,602
apex999,880,1225,923
apexpredator13,1344,898,2061
apexyam,1323,907,1631
aphona,736,689,422
aphoristica,1687,1593,2226
aphrael97,1255,1300,1301
aphran,657,416,840
apithos,580,448,991
apjonesyy,1304,1088,1906
aplax,1277,996,1201
aplusplused,632,332,1142
apmahajan,1289,1216,1772
apocalypticrainbow,926,762,1088
apocoiyte,839,562,871
apollojeez,787,548,433
apolloli22,1216,633,1237
apollow1,1007,763,1642
aportinanystorm,1185,824,1586
apostolosng,1082,765,1687
appa0000,1027,702,1583
apparentlykid,872,488,422
appaulinglybad,1499,1388,1725
appelrth,449,416,399
appelryan89,918,779,485
apple343322,1436,1348,2240
apple458,1150,1150,2249
apple9902,779,603,1037
applecorebrah,1166,768,1711
applefairy,880,759,1877
applesniper64,1008,706,1353
appletomb,1208,1200,1860
appleton_xo69420,1044,1246,1843
applettt,1724,1833,1610
applewofeij,1314,1061,1728
apps18869,448,244,535
appsee,1054,559,430
appwav,2000,2000,2480
aprilbeingbasic,954,890,1079
aprilday,1239,1163,1676
aprilhui,684,814,1526
aps2468,1349,1261,1223
apsida,326,156,700
apwhack,1049,742,794
apy102002,388,360,806
apyramids,1291,904,1484
ap_kelly,999,758,411
aq2862,974,763,1305
aqdasc38,962,490,592
aqfsw12,506,139,411
aqua-17,1076,903,1720
aquacoffee2,974,823,1666
aquadats,987,532,413
aquafeb1,922,675,906
aquamale28,1319,1133,1106
aquartic,1733,1544,2504
aquashaden,1233,1054,2116
aquaticcchess,1532,1257,1058
aquatic_duck,1319,1164,2550
aqua_cheetah,371,602,432
aqueducts,1045,533,1536
aquila1618,1019,1007,1193
aquinasmetaphysics,1177,1226,790
aquora,1150,946,487
aquster,961,706,1158
ar1stocrat,1175,1375,538
ar365,866,362,448
ar694,1013,650,438
araaqibiqbal,1322,1018,992
arabiancoke,1009,515,1475
arabstallion,703,513,410
aradhyaarora,950,582,972
araeon,1002,753,1473
araey,594,554,606
arafuhrer,1087,957,1586
araho_kram,2117,1336,2832
araluenkincade,740,493,784
aramang,1521,1169,1844
aramr50,1456,1203,1016
arana254,140,184,387
arandombystander,743,1318,1016
arandomchessplay,516,720,1033
arandomdeaddude,789,665,1468
arandomguy420,1036,682,1250
aranhaupt,997,692,592
araranca29,1436,1143,1500
arash-new,1532,1080,1200
arash1234,1437,1549,1674
arashi1980,659,1104,1180
arashtabatabaei,956,728,1203
araucto62,1884,1745,1171
aravind330,736,714,800
aravindtulluri04,871,662,404
aravsidhu,588,482,442
aravv1,1025,694,776
arbmazj,889,869,1499
arby77,1214,1061,1698
arc0x,498,621,625
arcadeon,1225,1098,1856
arcaeus1,1898,1759,2175
arcaned,432,498,1208
arcaneisbad,782,600,1419
arcgurrenlagann,969,846,2139
arch69,685,603,1778
archanramachandran,900,1069,1303
archbishop_pride,520,667,771
archenemy12,1299,1305,1107
archer123456789,1314,814,1301
archerbro2007,819,625,399
archerchessgod,914,511,426
archer_prerauer,714,331,466
archguy321,943,673,933
archieallen4,351,979,1074
archieb1,816,704,634
archiedablasian,1156,965,400
archiedal,721,636,424
archielamont,650,506,1052
archiepayne01,717,615,412
archiestacy,1167,791,889
archiewm,1079,539,1470
archimeanie,1115,842,1012
archmod,1133,719,1638
archusau,627,151,397
arcisawesome,1865,1163,2148
arclight10123,1060,732,946
arcobrau,1301,1269,1196
arctaisia,739,466,882
arctiga,805,1017,1744
ardaau,1328,712,1058
ardi1230,1503,1525,2161
ardibarcardi,667,471,816
ardiesavea,740,562,1042
ardon1,1369,1044,1150
ardorpes,1647,957,1437
ardzzz,1212,915,1474
aredgrave,993,898,1213
areenator,1147,1203,1539
arefmaleki,213,501,390
aregicide,1254,1310,1583
areleous,1115,715,1214
arentay,608,603,400
areo100,824,708,1111
ares437,840,469,856
aressab3r,1091,894,1810
areuthecops,764,554,1191
areyoujoking132,790,516,829
areyousure64,1024,1138,1645
arfazza,1285,732,434
arfinsquares,992,562,509
arghbeee,830,853,802
arghya9017,1447,1312,1645
argonaut98,1008,597,1388
argoxifc,1060,880,853
args07,1215,1148,490
argurion,1127,1356,1225
argy2002,981,527,504
arhanboyd,1550,1809,1296
arhumahmad,537,371,734
ariabetterthanadam,741,525,500
aricibey,893,733,1006
arick5,580,613,795
arielgolvan,1028,788,788
ariesada,1504,1404,1981
ariesrl,647,559,552
ariesvega,1225,1177,980
ariesvii,1426,1091,1363
arifalizada,785,494,477
ariferrari1243,1416,905,1562
arifovic123,1106,1003,1279
arii-g,841,854,635
arijin,833,593,714
arikoutsougeras,1010,990,1398
arim232,1009,1041,496
arimero,698,569,1187
arin13,1156,933,1451
arin3,1281,1297,1139
arin641,1056,809,1622
arion01,893,921,1567
ariq9,1126,477,1042
arishap10,715,784,793
aristippusjnr,1232,919,1299
aristotlekantzides,1284,913,387
arisuinchessland,955,963,578
arjanaujla,501,353,805
arjanjongkees,1244,1053,873
arjanschaakt,1124,1014,1202
arjaybee,1011,1196,1168
arjun123au,782,861,1185
arjun4986,545,1124,539
arjuna-lutfi,1245,514,457
arjunaganesan,803,686,1209
arjunbaheti,947,571,789
arjunkhedekar,455,353,841
arjunodedra,937,657,816
arjunsingh000,1070,669,984
arj_meh,863,896,837
ark0mi,619,328,504
arkady123,1290,1031,1831
arkaeo,533,290,791
arkane9,688,512,947
arkanoide_e,917,717,1661
arkburn,781,714,1297
arkeian,1015,907,448
arkhoshghalb,1120,1134,458
arki6,1104,759,1414
arkilite,1389,1015,1179
arkwright01,826,1338,965
arkyj,1556,1339,1050
arkyx,857,635,1195
arlandgrant,1055,958,1188
arlends,840,729,784
arlenmicklesson,1366,1248,2316
arloroberts,1003,797,1368
arlothebest22,365,284,438
arlo_arlo,999,961,1534
arm0ur,480,498,1062
armaan_re,620,565,1316
armagahd,1293,868,1701
armageton23,783,597,441
armagon88,1095,723,1997
armandoooooooo,1264,1040,2012
armdigity,1440,1196,797
armin011,867,551,607
arminabtin,534,295,395
arminhoshibuhariwala,1201,960,1133
armman101,810,800,1307
arnabkumarnandi,1523,1358,2021
arnaud95,1289,941,1357
arnav2307,1084,979,847
arnavdangmali,990,1122,1146
arnieindeed,470,290,446
arnivinzen,1538,1469,1340
arnjain,952,100,457
arnoweston,885,677,1081
arogguokun,1435,1446,1462
aronalino,1007,817,842
aronnax1,1023,1122,1411
aronrahim,1284,1361,657
aronsnider,1137,773,1283
arook94,1327,704,1385
arpanpareek,1499,1295,1979
arpeggi4,944,811,1251
arrcn,1194,830,1396
arrman,1217,921,444
arrocco_latorre,834,783,616
arron711,703,560,1084
arronax417,1495,1089,2312
arrondavis,1252,1035,1197
arrow115,998,738,1193
arrow542,1080,761,985
arsaravanan,1279,984,578
arsaurum,755,489,500
arsenal14285,1082,635,1455
arshak_shaju,1149,885,449
arsn24,990,915,393
arstdhneio,912,633,1452
arsubi,970,863,637
artaban123456789,403,419,411
artandkat,1306,745,1533
artemgrandmaster,693,822,646
artemlol,1534,1206,2048
artem_karlenko,823,709,817
arterialninja,1078,801,626
artesroy1,958,1045,1227
artesuave63,1223,1032,554
arth1patel,900,785,389
artheya,1347,1009,1281
arthi42,1119,986,1568
arthurcs,816,1032,2303
arthurfox,901,1052,1796
arthurgonzales88,1108,542,581
arthurisking,1215,1080,1247
arthurkids,642,560,850
arthurknight1,1506,1556,1246
arthurlau,728,918,1367
arthurlongshanks,1726,1039,2141
arthuro39,808,284,787
arthursblad3,1345,1174,1684
arthurtherussian,1223,1104,1581
arth_07,2047,1879,2610
artiecoimbra,495,629,1150
artique,1116,924,1573
artkealy,666,714,529
artlessart,1322,1186,2014
artontwig,1424,1231,1847
arturferdinad,1559,920,1534
artvanderlay86,769,582,850
artytempo,1449,1192,1250
artyzzle,1042,750,1592
arubedo,539,1010,566
arun1811,847,708,706
arundelslabours,1011,861,400
aruniprunilad,1161,798,1646
arunmavai,1207,1072,986
arunothayan,1393,1214,1197
arunrm,874,558,477
arusathan,692,969,400
arvend-pro,1436,1160,682
arvinbilegsukhbaatar,1147,957,451
arvind99,1464,1335,1946
arvindhickman,1078,567,1038
arvind_ath_thakur,428,624,428
arvoreniad,837,635,1351
arvsurana,815,350,400
ary0001,837,915,412
aryaan2007,712,502,824
aryaman03,919,720,1248
aryananche,157,304,469
aryanghai,626,653,1187
aryangoriani,910,496,1164
aryan_ghai,625,571,1157
aryasaha8,908,731,787
aryataco9,943,723,1015
aryg46,1247,1001,1442
aryyst,932,780,1184
as1an_boi,793,684,784
asaakira123,929,543,523
asabs,819,609,711
asad341,607,523,723
asad479,1097,1493,1207
asad_sk,409,646,632
asak19883,1211,779,443
asaki767,997,983,617
asapchunny,1061,845,917
asaphal,1232,466,423
asasinin,830,723,948
asatf1,592,333,483
asavagefishy,736,947,1086
asc14,1529,1459,2115
ascable24,931,556,829
ascaridole,966,822,1128
asce8,968,769,1271
ascentiel,1510,1561,1922
ascertainrailgun,876,483,444
aschonker,1299,1257,1719
ascohen11180,1079,667,639
ascubey,742,703,997
asdasdasd432,1313,1273,2217
asdfasdf44,1327,1026,2285
asdfbmk,893,1133,1193
asdfghjkl043,628,413,1025
asdfghjklqwertyuiop5,949,868,901
asdfghjkwou,841,971,1407
asdflkjpqwoeir,384,468,899
asdflkn,392,794,787
asdhanda,1193,1355,2038
asdjace,418,459,423
aseemchhab,1560,1183,1052
asgard8081,920,587,423
asgardian001,1127,950,1326
asgerwade,834,512,1119
asgharmansouri,1564,1248,1405
ash0720,1126,901,896
ash66677,1160,1160,1580
ash78632,1186,579,924
ashalea,753,312,490
ashalyana,536,188,437
ashan48,793,644,1418
asharna13,122,182,411
asharther,776,615,595
ashasaghafi,1046,691,1008
ashasinator,1268,1050,2058
ashbatta,1124,990,442
ashbro360,461,418,412
ashburner,466,978,959
ashbury,1013,942,1013
ashcurry,1443,1253,1365
ashdaga,777,462,833
ashdear,1014,829,1655
ashdixon,1883,1516,2401
asheedfinck,406,446,477
ashen_ghost,1116,1117,1516
asher1010,818,619,477
asher360,999,808,553
asheralexander,940,786,437
asherchess56,422,297,675
asherleslie,1219,1005,1712
ashermacela,588,339,601
asherwoodfield,1217,1186,412
asheze,1029,980,1059
ashfreak50,1269,1070,964
ashibek_1,1273,1154,2204
ashinde98,689,701,677
ashiyer,809,717,380
ashjams,1201,1005,2116
ashkanav,1403,1070,2097
ashkevin,1264,1317,1510
ashkkun,877,791,433
ashkot83,959,560,1016
ashleighbradfield,760,660,449
ashlerm,1094,834,1291
ashleyhay91,1669,1481,2082
ashleykeeton,1045,1125,1396
ashleylearmonth,415,1038,786
ashleyporter2003,1148,816,1850
ashlittle5,1513,1302,1638
ashlynlikeaboss34,762,881,903
ashmac321,1103,823,521
ashmitachar123,232,343,480
ashok7770,1008,967,1080
ashok7869,1453,1301,1332
ashokmalagoudra,870,579,1300
ashraf1444,1162,1753,398
ashrand123,886,777,451
ashrashr,1273,1086,806
ashrobbo08,1285,829,412
ashshhh,434,745,787
ashsnow,530,848,489
ashtechnix,1130,1068,1835
ashtheman22,921,627,629
ashthom,1267,631,1556
ashton1245,545,538,926
ashtoncapayne,431,205,451
ashtoncel,1156,1052,1729
ashtonio610,1006,823,1207
ashtonrliu,1590,1001,2109
ashtonwidjaja7,1559,841,2017
ashvarokh,840,817,1315
ashvathan,1000,1638,2467
ashvindaloo,974,740,1236
ashweenius,950,979,831
ashy200,1318,994,1310
ashyboi1258,958,572,400
ashysk,1600,1178,1991
ash_wipe,536,862,737
asianasianihao,774,646,1204
asiandriver28,861,655,1117
asianinc,667,482,811
asiankelpie,1150,579,567
asiankeyboard1234,763,612,653
asianking_06,1214,1101,2014
asianmantakemebythehand,748,553,1091
asianmilk123,1515,1521,988
asianqueen06,1100,1033,1712
asianwombat,625,297,472
asianzemdegs,1358,1229,2294
asian_accent,706,615,1160
asian_prototype,1190,1012,509
asica604,677,755,1037
asilenciodelanoche,449,609,427
asim0v,845,731,416
asimalidauwa,784,276,599
asimfarhat,1115,957,684
asimkard,825,629,828
asinfinitygoes,816,646,986
asingh2020,686,375,390
asiraky,1254,1108,1650
asis1976,538,893,436
askdna92,659,436,884
askew666,611,517,786
askewmoves,1098,740,450
askofu,1408,1091,1769
aslanp,1420,1239,1988
aslav42,731,570,387
aslav90,1205,977,1483
asling71,1307,523,1524
asmith7619,746,412,1452
asmrrany,1864,1860,656
asoapyman,734,502,496
asockeater,480,476,910
asolo1,1715,1527,1308
asolzhenitsyn,828,547,1082
ason952,953,541,1378
aspades,1539,1464,2556
aspangus21,1100,709,831
aspectsofchess,1219,924,458
aspiringcurtain,1120,502,866
aspiringscorpion,1459,1265,838
asplashofsalt,536,287,675
asprucemoose,292,592,603
assaisin5,708,534,1036
assassin732,665,386,445
assassinevolve,875,971,2004
assberry99,1109,922,1617
asscreamie,937,551,1263
asshorse,708,541,407
assignment,1423,1088,815
asslayr,1566,1442,2209
assyeeter,1294,1307,390
assyriansky,977,792,400
ast0006,897,967,522
astavros2021,1298,1059,1509
asterfs,753,1020,405
asterisks42,1096,710,1819
asterix1012,1507,1231,1914
asteroid318,919,475,1201
asthra,1355,974,1887
